placa,voice_score,historical_score,geographic_score,default_flag
1612MDF009,874.8192572727273,874.8192572727273,1000.0,1
1701MDF078,998.8126872727273,998.8126872727273,1000.0,1
1701MDF118,982.5667463636364,982.5667463636364,1000.0,1
1703MDF193,948.6664463636364,948.6664463636364,1000.0,1
1704EDM001,827.581035090909,683.136346,1000.0,1
1704MDF094,951.7239100000002,951.7239100000002,1000.0,1
1705MDF058,867.3167954545455,708.5849927272728,1000.0,1
1706MDF121,846.7240127272728,846.7240127272728,1000.0,1
1708MDF054,964.7980207272728,964.7980207272728,1000.0,1
1710MDF045,379.5029027272727,351.8276309090909,1000.0,0
1711MDF017,752.9161272727273,476.2527318181818,1000.0,0
1711MDF033,998.7977281818182,998.7977281818182,1000.0,1
1711MDF126,999.7827281818182,999.7827281818182,1000.0,1
1712MDF018,897.0869872727272,897.0869872727272,1000.0,1
1712MDF125,963.3269190909091,963.3269190909091,1000.0,1
1712MDF126,885.7281254545455,885.7281254545455,1000.0,1
1712MDF131,226.85094818181827,0.0,1000.0,0
1712MDF162,821.676230909091,821.676230909091,1000.0,1
1800827,937.4622922727273,937.4622922727273,1000.0,1
1801MDF009,911.8094781818182,911.8094781818182,1000.0,1
1802709,955.173220909091,955.173220909091,1000.0,1
1802MDF002,987.0630463636364,987.0630463636364,1000.0,1
1802MDF053,992.8387645454546,992.8387645454546,1000.0,1
1802MDF058,832.752371909091,832.752371909091,1000.0,1
1803342,930.71223,930.71223,1000.0,1
1804272,934.1546290909091,934.1546290909091,1000.0,1
1804501,989.5279927272728,989.5279927272728,1000.0,1
1804586,981.8324729999999,981.8324729999999,1000.0,1
1912VLL28,997.74212,997.74212,1000.0,1
2000012,964.2778927272728,964.2778927272728,1000.0,1
2000578,899.4339374545455,782.9434883636363,1000.0,1
2000705,783.6893644545455,543.6122290000001,1000.0,1
203ZCT,865.1374766363638,865.1374766363638,1000.0,1
225C,0.0,0.0,1000.0,0
2617JGE,950.135540909091,950.135540909091,1000.0,1
2900JGE,684.3192481818182,223.2872263636364,1000.0,0
299TLA,974.1861836363637,974.1861836363637,1000.0,1
305,945.1372281818183,945.1372281818183,1000.0,1
308C,0.0,0.0,1000.0,0
320C,473.8183,0.0,1000.0,0
329VBS,657.2675344545455,283.57175172727267,1000.0,0
330C,251.17017636363647,0.0,1000.0,0
370,915.4305181818182,915.4305181818182,1000.0,1
3866GMK,855.3584384545455,637.901933909091,1000.0,1
4000009,902.1131871818183,902.1131871818183,1000.0,1
400TL078,74.05653272727275,0.0,1000.0,1
400TL310,981.7878176363637,981.7878176363637,1000.0,1
400TL319,312.75587990909094,0.0,1000.0,0
403TL113,947.3613732727273,947.3613732727273,1000.0,1
403TL167,949.8697563636364,949.8697563636364,1000.0,1
403TL180,287.3622454545455,0.0,1000.0,0
404TL087,352.5191892727273,0.0,1000.0,0
405TL020,983.3312490909091,974.5365627272729,1000.0,1
405TL302,746.4770554545455,746.4770554545455,1000.0,1
40AU2X,0.0,0.0,1000.0,0
417,981.7884727272727,981.7884727272727,1000.0,1
418,970.9210736363638,970.9210736363638,1000.0,1
418C,463.5177481818182,92.43713545454524,1000.0,1
44VLB,791.7278336363637,588.5669036363637,1000.0,1
457C,175.21321436363658,0.0,1000.0,0
45BB9X,0.0,0.0,1000.0,0
460TL122,318.52812727272726,0.0,1000.0,0
467TL118,973.7144772727273,973.7144772727273,1000.0,1
475TL188,0.0,0.0,1000.0,0
500ZDU,987.0630463636364,987.0630463636364,1000.0,1
5480JES,650.1151515454545,332.3263215454546,1000.0,0
54AM8P,0.0,0.0,1000.0,0
583371,0.0,0.0,1000.0,0
60F708,772.3802941818182,540.9392969090909,1000.0,1
62AL5N,0.0,0.0,1000.0,0
634333,0.0,0.0,1000.0,0
640NZ022M,900.2187363636364,900.2187363636364,1000.0,1
69AY8K,890.5681554545455,890.5681554545455,1000.0,1
6CS4E9,452.2344727272727,0.0,1000.0,0
6CS4L60,76.86263227272738,0.0,1000.0,0
6CS5F50,249.27606045454542,0.0,1000.0,0
6CS8F90,319.7699227272728,0.0,1000.0,0
6CSL90,0.0,0.0,1000.0,0
701TL011C,239.915087909091,0.0,1000.0,0
705TL005M,502.4013533636365,0.0,1000.0,0
710TL023M,743.6722242727272,743.6722242727272,1000.0,1
710TL065M,982.9352093636364,982.9352093636364,1000.0,1
71BA4V,0.0,0.0,1000.0,1
741601J,989.3449463636364,989.3449463636364,1000.0,1
744733J,136.45862499999996,0.0,1000.0,1
747276J,957.148700909091,957.148700909091,1000.0,1
752895J,566.5684921818183,0.0,1000.0,0
753233J,614.977562090909,160.43311581818188,1000.0,0
754292J,461.7743911818183,0.0,1000.0,0
756963J,209.20707836363627,0.0,1000.0,0
757306J,953.1817090909092,953.1817090909092,1000.0,1
7681JFL,810.4534851818181,621.0896055454544,1000.0,1
770517J,316.46663809090904,0.0,1000.0,0
770529J,485.85579809090916,0.0,1000.0,0
770680J,231.08152818181816,0.0,1000.0,0
770778J,759.240418,759.240418,1000.0,1
770792J,83.29768000000004,0.0,1000.0,0
770804J,304.1175686363636,0.0,1000.0,0
770957J,339.364054,0.0,1000.0,0
770973J,185.1515250000001,0.0,1000.0,1
772,999.1494736363637,999.1494736363637,1000.0,1
807703J,272.93847090909094,0.0,1000.0,0
8162,605.3658408181819,605.3658408181819,1000.0,1
8163JES,771.3347825454546,493.42172072727277,1000.0,0
837757J,333.5570363636364,0.0,1000.0,0
838745J,305.1099860909092,0.0,1000.0,0
838850J,120.14143272727263,0.0,1000.0,0
845NA083C,966.1511827272728,966.1511827272728,1000.0,1
845NA116C,997.9484736363637,997.9484736363637,1000.0,1
852EC085,338.87141145454547,0.0,1000.0,1
867004J,214.9535982727273,0.0,1000.0,0
88107,918.4589745454546,918.4589745454546,1000.0,1
8E9003481,211.98844545454543,0.0,1000.0,0
902246,77.44786818181804,0.0,1000.0,0
9026746,623.90155,162.3590393636365,1000.0,0
906068,346.12028600000014,0.0,1000.0,0
906301,292.9929909090909,0.0,1000.0,0
91171,542.9481527272728,247.72397727272732,1000.0,0
9312JES,773.6663985454546,533.7756267272727,1000.0,1
94AL6N,0.0,0.0,1000.0,0
9RK9096968,233.2712911818182,0.0,1000.0,0
A00001A,588.6254000000001,61.23489999999998,1000.0,0
A00002A,584.1937000000001,25.226200000000198,1000.0,0
A00007A,333.7048272727272,0.0,1000.0,1
A00012,983.9599054545455,983.9599054545455,1000.0,1
A00016A,740.6385909090909,360.3910727272728,1000.0,0
A00022A,584.8935309090909,132.22839090909088,1000.0,0
A00027A,431.8439636363637,0.0,1000.0,0
A00038A,315.31180909090904,0.0,1000.0,0
A00039A,491.2183,0.0,1000.0,0
A00042A,569.629109090909,0.0,1000.0,0
A00053A,251.89490909090907,0.0,1000.0,0
A0005J,820.6518768181819,820.6518768181819,1000.0,1
A00065A,326.6168999999999,0.0,1000.0,0
A00068A,315.7090272727273,0.0,1000.0,0
A00070A,214.50229999999993,0.0,1000.0,1
A00079A,501.1527090909091,0.0,1000.0,0
A00082A,284.00436063727284,0.0,1000.0,0
A00091A,617.110490909091,300.89523636363646,1000.0,0
A00095A,229.95504545454537,0.0,1000.0,0
A00096A,256.8645727272727,0.0,1000.0,0
A00115A,582.1832936363637,32.68372818181797,1000.0,0
A00136A,310.89174545454546,0.0,1000.0,0
A00137A,384.69024545454533,0.0,1000.0,0
A00147A,520.4544454545454,0.0,1000.0,0
A00148A,447.5208454545454,0.0,1000.0,0
A00150A,494.58599999999996,0.0,1000.0,0
A00158A,433.44041363636364,0.0,1000.0,1
A0016D,735.781963,465.9640084545454,1000.0,0
A00172A,443.3794409090909,0.0,1000.0,0
A00178A,78.34578181818198,78.34578181818198,1000.0,0
A00180A,303.7284727272728,0.0,1000.0,0
A00188A,209.79531818181817,0.0,1000.0,0
A00191A,289.97037272727266,0.0,1000.0,0
A00196A,779.0310636363638,420.65084545454545,1000.0,0
A00200A,398.45182363636354,0.0,1000.0,0
A00201A,683.23263,321.86741454545466,1000.0,0
A00212A,314.2996545454546,0.0,1000.0,0
A00213A,237.30833636363636,0.0,1000.0,0
A00214A,513.8184181818182,0.0,1000.0,0
A00215A,481.4095727272727,0.0,1000.0,0
A00217A,459.8732,0.0,1000.0,0
A0022K,862.2505345454547,862.2505345454547,1000.0,1
A00232A,494.12630909090905,246.4590636363636,1000.0,0
A00234A,367.3984909090909,0.0,1000.0,1
A00241A,488.88183636363635,0.0,1000.0,0
A00242A,616.8457545454544,158.49945454545446,1000.0,0
A00252A,517.2450000000002,5.079300000000009,1000.0,0
A00253A,593.6941000000002,115.10690000000001,1000.0,0
A00275A,447.4981818181818,0.0,1000.0,0
A00276A,551.8068000000001,26.181699999999974,1000.0,0
A0028N,949.844383909091,949.844383909091,1000.0,1
A00291A,493.67334930636355,0.0,1000.0,0
A00296A,472.2446581818182,0.0,1000.0,0
A00300A,527.9196545454545,0.0,1000.0,0
A00301A,240.60251818181823,0.0,1000.0,0
A0030N,883.4418581818182,883.4418581818182,1000.0,1
A00316A,452.5782727272727,0.0,1000.0,0
A00317A,566.1301272727272,92.81325454545464,1000.0,0
A00329A,657.2987363636364,231.12165454545453,1000.0,0
A00334A,414.91020000000003,0.0,1000.0,0
A00367A,976.6287727272728,976.6287727272728,1000.0,1
A00368A,592.1695818181818,130.18998181818176,1000.0,0
A00383A,556.3506,0.0,1000.0,0
A0050B,816.4890186363637,608.9170231818183,1000.0,1
A005JMD,725.58488,373.5749521818181,1000.0,0
A00770A,468.9529181818182,0.0,1000.0,1
A00772A,297.7473272727274,0.0,1000.0,0
A00774A,276.9693636363637,0.0,1000.0,0
A00786A,492.0896,0.0,1000.0,0
A00789A,485.1038,0.0,1000.0,0
A00790A,443.4668363636364,0.0,1000.0,0
A00796A,451.16691818181806,0.0,1000.0,0
A00798A,492.48389999999995,0.0,1000.0,0
A00800A,481.0333545454546,29.871072727272853,1000.0,0
A00819A,619.1268700027273,199.57579057454544,1000.0,0
A00865A,457.95637272727276,0.0,1000.0,0
A00889A,511.4734409090911,81.21813090909103,1000.0,0
A00895A,419.848,0.0,1000.0,1
A00896A,578.6353818181817,578.6353818181817,1000.0,1
A00897A,351.52853636363636,0.0,1000.0,0
A0089L,982.9461275454546,982.9461275454546,1000.0,1
A00926A,409.3057536363637,0.0,1000.0,0
A00943A,240.43233636363638,0.0,1000.0,0
A00947A,438.01957272727276,0.0,1000.0,0
A00977A,286.60615454545456,0.0,1000.0,0
A00982A,581.9603090909092,105.46752727272745,1000.0,0
A00983A,695.3411000000001,263.30950000000007,1000.0,0
A01009A,254.78791818181824,0.0,1000.0,0
A01034A,553.6955050000001,65.522274,1000.0,0
A0103J,985.0095547272728,985.0095547272728,1000.0,1
A01121A,661.9921454545454,326.82778181818185,1000.0,0
A01129A,596.8377727272727,109.60576363636376,1000.0,0
A01133A,665.8156363636364,261.019190909091,1000.0,0
A01146A,663.1465727272728,265.9280090909092,1000.0,0
A01155A,528.7485272727273,0.0,1000.0,0
A01156A,613.6155181818182,172.75703636363636,1000.0,0
A01159A,442.5886,0.0,1000.0,0
A01164A,723.7513000000001,385.841,1000.0,1
A01202A,663.7472636363638,663.7472636363638,1000.0,1
A01216A,663.253890909091,249.19290000000004,1000.0,0
A01247A,323.5061181818182,0.0,1000.0,0
A01249A,288.1039636363636,288.1039636363636,1000.0,0
A01259A,701.6530218181819,339.5701545454545,1000.0,0
A01278A,533.290909090909,60.464209090908994,1000.0,0
A01327A,234.19163636363638,0.0,1000.0,0
A01332A,390.49934545454545,0.0,1000.0,0
A0148G,838.227730909091,838.227730909091,1000.0,1
A01703A,555.5375636363638,39.16042727272717,1000.0,0
A01710A,526.370025,156.60644899999997,1000.0,1
A01722A,158.1574,0.0,1000.0,1
A01726A,610.6838,9.055499999999995,1000.0,0
A01738A,466.36531818181817,0.0,1000.0,1
A01747A,268.8959636363637,0.0,1000.0,0
A01860A,427.80655999999993,0.0,1000.0,0
A01867A,691.4646181818183,342.1556,1000.0,0
A01901A,484.1426636363636,0.0,1000.0,0
A01905A,373.82809,0.0,1000.0,0
A01906A,245.28133636363637,0.0,1000.0,0
A01913A,482.573636,0.0,1000.0,0
A01914A,598.8956909090911,37.82609090909084,1000.0,1
A01929A,558.992069,90.629811,1000.0,0
A01931A,392.3731136363637,0.0,1000.0,0
A01937A,467.5163636363636,0.0,1000.0,0
A01960A,416.29684272727275,0.0,1000.0,0
A01973A,486.3094181818183,0.0,1000.0,0
A02013A,416.75297200000006,0.0,1000.0,1
A02014A,314.0653454545455,0.0,1000.0,0
A02015A,458.86215454545453,0.0,1000.0,0
A02018A,363.00931818181823,147.61193636363635,1000.0,0
A02033A,646.5454845454545,229.3770372727272,1000.0,0
A02035A,309.28205454545457,0.0,1000.0,1
A02062A,397.7944363636363,0.0,1000.0,0
A02076A,500.29743300000007,0.0,1000.0,1
A02084A,706.7446363636363,706.7446363636363,1000.0,1
A02209A,570.3162,20.849099999999954,1000.0,0
A02212A,243.16920195727278,0.0,1000.0,0
A02218A,569.1906454545455,42.55365454545456,1000.0,0
A02226A,539.0411727272729,0.0,1000.0,0
A02231A,443.94495454545455,0.0,1000.0,0
A02233A,379.9968727272728,0.0,1000.0,0
A02255A,450.630590909091,0.0,1000.0,0
A02262A,751.0538909090909,347.23102727272726,1000.0,0
A02294A,448.65047400000003,0.0,1000.0,0
A02303A,684.371323,307.40828200000004,1000.0,0
A02321A,478.3356363636364,145.6108727272728,1000.0,0
A02325A,390.1460909090909,0.0,1000.0,0
A02336A,543.8757181818181,0.0,1000.0,0
A02350A,307.33087272727266,0.0,1000.0,0
A02361A,616.380673,91.15970400000018,1000.0,0
A02362A,488.5397779999999,0.0,1000.0,0
A0240L,809.1331245454546,809.1331245454546,1000.0,1
A02414A,427.018773,0.0,1000.0,0
A02415A,453.8979293790909,0.0,1000.0,0
A02425A,346.36891001000004,0.0,1000.0,0
A02446A,670.0403090909093,82.58674545454558,1000.0,0
A02457A,260.7185363636364,0.0,1000.0,0
A02465A,536.9913630000001,72.98636700000006,1000.0,0
A02468A,380.50733636363645,0.0,1000.0,0
A0278C,987.957400909091,987.957400909091,1000.0,1
A0282D,759.4803517272727,490.81786627272726,1000.0,0
A02902A,417.3667678900002,0.0,1000.0,0
A02925A,479.544428,0.0,1000.0,0
A02939A,429.32535980454554,0.0,1000.0,0
A0316B,942.7832681818182,942.7832681818182,1000.0,1
A0339H,987.1176372727273,987.1176372727273,1000.0,1
A0348J,958.2969127272728,958.2969127272728,1000.0,1
A0363B,930.4446954545456,930.4446954545456,1000.0,1
A036JLC,915.7626381818183,915.7626381818183,1000.0,1
A03782E,296.47689672727273,0.0,1000.0,0
A03782R,331.2173663636364,0.0,1000.0,0
A03787E,674.6941681818181,186.0648509090911,1000.0,0
A037JLC,742.8549029090909,410.77334381818184,1000.0,0
A03851A,512.1538592727272,0.0,1000.0,0
A03864A,550.8325818181819,80.64137272727278,1000.0,0
A03898A,719.7523960000001,382.07733099999996,1000.0,0
A0393A,850.0895422727273,850.0895422727273,1000.0,1
A03951A,337.72771213818174,0.0,1000.0,0
A03952A,370.2220553690908,0.0,1000.0,1
A03956A,626.5540180000002,172.81527800000006,1000.0,0
A03961A,466.2430489999999,0.0,1000.0,0
A03962A,485.9058740000001,0.0,1000.0,0
A03966A,429.003392,0.0,1000.0,0
A03970A,529.896100759091,0.0,1000.0,0
A03972A,579.1585299790909,36.454374691818224,1000.0,0
A03974A,450.904271,0.0,1000.0,0
A03975A,558.006266,0.0,1000.0,0
A03977A,127.74346228636368,0.0,1000.0,0
A03978A,253.3511056872726,0.0,1000.0,0
A03981A,164.7534787863637,0.0,1000.0,1
A03982A,191.6570678527273,0.0,1000.0,0
A03983A,61.24102834545442,0.0,1000.0,0
A03985A,319.30417619454556,0.0,1000.0,0
A03986A,259.4366864745455,0.0,1000.0,0
A03987A,590.207253,81.28893400000004,1000.0,0
A03988A,263.6337528109091,0.0,1000.0,0
A03989A,483.1189422409091,0.0,1000.0,0
A03990A,603.4826970000001,163.0576210000001,1000.0,0
A03991A,540.565388,0.0,1000.0,0
A03992A,523.336813,10.75055700000005,1000.0,0
A03993A,545.1470069809093,34.30628796727275,1000.0,0
A04123A,735.6726639999999,389.16031600000014,1000.0,0
A04126A,612.4440129999999,227.92028663636364,1000.0,0
A04128A,598.352740640909,106.22040506090902,1000.0,1
A04151A,493.5723510000001,0.0,1000.0,0
A04205A,452.9605069999999,0.0,1000.0,0
A04206A,469.313389,0.0,1000.0,0
A04210A,383.13872636363635,0.0,1000.0,0
A04213A,355.65361761727274,0.0,1000.0,0
A04214A,480.085605,0.0,1000.0,0
A04229A,447.51679600000006,0.0,1000.0,0
A04230A,502.06208794363636,0.0,1000.0,0
A04231A,345.71991638090907,0.0,1000.0,0
A04232A,502.16683545454543,8.271247272727212,1000.0,0
A04233A,578.8687499745455,0.0,1000.0,0
A04243A,559.836549,83.89244399999995,1000.0,0
A04247A,452.75330217090914,0.0,1000.0,0
A04248A,564.327308,0.0,1000.0,0
A04249A,625.4333593009092,99.19477180454561,1000.0,0
A04250A,585.4977885645454,109.80852415818198,1000.0,0
A04251A,489.00069300000007,0.0,1000.0,0
A04254A,705.4696730000001,394.4377699999999,1000.0,0
A04255A,657.8745800000002,169.271465,1000.0,0
A04305A,713.354732,396.1273403636364,1000.0,0
A04344A,401.5153859999999,0.0,1000.0,0
A04351A,489.914697,0.0,1000.0,0
A04353A,540.9056821254545,0.0,1000.0,0
A04363A,460.096545,0.0,1000.0,0
A04427A,456.99863200000004,0.0,1000.0,0
A04428A,470.88887199999994,0.0,1000.0,0
A04429A,440.00019599999996,0.0,1000.0,0
A04440A,595.391341,198.23276099999998,1000.0,0
A04501A,355.0961562727273,0.0,1000.0,0
A04502A,605.892013,114.51285200000005,1000.0,0
A04504A,426.698726,0.0,1000.0,1
A04509A,366.51305499999995,0.0,1000.0,0
A04511A,377.35170100000005,0.0,1000.0,0
A04512A,499.53275853545466,0.0,1000.0,0
A04513A,224.47361636363627,0.0,1000.0,0
A04516A,486.783387,4.7892379999999735,1000.0,0
A04521A,445.4955044781819,0.0,1000.0,0
A04522A,413.447849090909,0.0,1000.0,0
A04523A,291.4515807954546,0.0,1000.0,0
A04525A,463.9902704209091,0.0,1000.0,0
A04526A,610.6293190909091,0.0,1000.0,0
A04527A,582.6354712463636,84.40982886272718,1000.0,0
A04533A,520.6308845018182,3.056576485454432,1000.0,0
A04538A,573.385721,94.88060300000001,1000.0,0
A04549A,580.4186559999999,91.15087700000002,1000.0,0
A04552A,547.3526957827273,37.5426871736364,1000.0,0
A04554A,471.02699665545447,0.0,1000.0,0
A04559A,523.8687498409091,0.0,1000.0,0
A04565A,509.5296890000001,0.0,1000.0,1
A04566A,471.974080889091,0.0,1000.0,0
A04568A,468.82244399999996,0.0,1000.0,1
A04573A,523.4960991045457,0.0,1000.0,0
A04584A,357.8056909872729,0.0,1000.0,0
A04588A,525.6098180400002,0.0,1000.0,0
A04591A,574.5611680000001,21.91143399999995,1000.0,0
A04592A,513.422545,0.0,1000.0,0
A04596A,400.98701966545457,0.0,1000.0,0
A04600A,641.3974830000001,208.45788499999995,1000.0,1
A04610A,637.797432,213.47216700000004,1000.0,1
A04626A,434.659224,0.0,1000.0,1
A0465C,818.1308509090909,818.1308509090909,1000.0,1
A04661A,549.0466520727274,11.525638930909189,1000.0,0
A04664E,328.64920600000005,0.0,1000.0,0
A0466L,762.4882752727274,430.88751072727285,1000.0,0
A04671A,404.05228400000004,0.0,1000.0,1
A04673A,434.4777130572728,0.0,1000.0,0
A04675A,333.69235800000007,0.0,1000.0,0
A04678A,504.31108009545466,0.0,1000.0,0
A04680A,430.9402462663636,0.0,1000.0,0
A04684A,476.8806754545455,0.0,1000.0,0
A04685A,419.7649927272727,0.0,1000.0,1
A04686A,491.1346296081819,0.0,1000.0,0
A04688A,426.30597000000006,0.0,1000.0,0
A04689A,551.7675790000001,95.99953900000003,1000.0,0
A04691A,339.35896272727274,0.0,1000.0,0
A04692A,417.32310880909097,0.0,1000.0,0
A04693A,343.04169799999994,0.0,1000.0,0
A04695A,465.0388876136364,0.0,1000.0,0
A04697A,497.39116572454543,0.0,1000.0,0
A04704A,483.56107700000007,0.0,1000.0,0
A04706A,531.9615200000001,43.580445000000026,1000.0,0
A04708A,417.05045099999995,0.0,1000.0,0
A04724E,491.3451708181817,0.0,1000.0,0
A04725A,405.14501199999995,0.0,1000.0,0
A04732A,464.1497760000001,0.0,1000.0,1
A04743A,556.542622,94.80507299999996,1000.0,0
A0478C,693.4870081818182,342.06645327272736,1000.0,1
A05001A,271.85644616363646,0.0,1000.0,0
A05011A,407.0135713327273,0.0,1000.0,0
A05012A,373.9350738645455,0.0,1000.0,0
A05016A,414.1945410318183,0.0,1000.0,1
A05018A,416.1560026690909,0.0,1000.0,0
A05022A,346.45822629909105,0.0,1000.0,0
A05024A,468.443611,0.0,1000.0,0
A05026A,372.69987199999997,0.0,1000.0,0
A05028A,494.7685237727274,0.0,1000.0,0
A05072E,115.13731545454553,0.0,1000.0,0
A05109A,509.3798700000001,0.0,1000.0,0
A05113A,473.3180280618183,0.0,1000.0,0
A05115A,471.541251,0.0,1000.0,0
A05128A,372.48584000000005,0.0,1000.0,0
A05142A,500.759349,0.0,1000.0,0
A05151A,346.5914259999999,0.0,1000.0,0
A05155A,476.2979351700001,1.427803039090958,1000.0,0
A05157A,422.30258473818196,0.0,1000.0,0
A05159A,451.2335265672728,0.0,1000.0,0
A05160A,446.741112,0.0,1000.0,0
A05163A,471.94101865181824,0.0,1000.0,0
A05164A,325.9948054609091,0.0,1000.0,0
A05165A,541.9817381472727,43.309055434545215,1000.0,0
A05166A,465.58612,0.0,1000.0,0
A05169A,416.96527147272724,0.0,1000.0,0
A05175A,529.1003636363636,0.0,1000.0,0
A05176A,489.6749120000001,0.0,1000.0,0
A05177A,444.184103,0.0,1000.0,0
A05188A,388.43648254636366,0.0,1000.0,0
A05197A,337.41220460363644,0.0,1000.0,0
A05206A,571.32367313,49.56838370181838,1000.0,0
A05207A,497.7144627172728,0.0,1000.0,0
A05211A,508.7048620618182,0.0,1000.0,0
A05214A,534.3186557581819,0.0,1000.0,1
A05219A,290.7913040390909,0.0,1000.0,0
A05220A,477.6536472209091,0.0,1000.0,0
A05225A,513.3646946745456,0.0,1000.0,0
A05226A,458.5596602127273,0.0,1000.0,0
A05228A,446.2174278618182,0.0,1000.0,0
A05229A,406.693741,0.0,1000.0,0
A05234A,446.26873100000006,0.0,1000.0,0
A05238A,478.42594071545454,0.0,1000.0,0
A05247A,540.221135,0.0,1000.0,0
A05253A,653.604522909091,178.79921763636364,1000.0,0
A05255A,486.023173,0.0,1000.0,0
A05258A,398.54182490909085,0.0,1000.0,0
A05274A,399.70082514000006,0.0,1000.0,0
A05278A,580.00224,19.913528999999986,1000.0,0
A05286A,441.12369209090906,0.0,1000.0,0
A0528N,773.6956567272728,501.4748224545456,1000.0,1
A05290A,526.5507825454546,0.0,1000.0,0
A05292A,486.18679099999997,0.0,1000.0,0
A05296A,510.0329770000001,510.0329770000001,1000.0,1
A05354A,424.67831053000003,0.0,1000.0,0
A05355A,536.7198706927272,13.500356142727155,1000.0,0
A05356A,476.56505711090904,0.0,1000.0,0
A05366E,339.9541297272728,0.0,1000.0,0
A0537H,776.8397963636364,530.8966081818182,1000.0,1
A05408A,447.38157718181816,0.0,1000.0,0
A05409A,385.8128580909092,0.0,1000.0,1
A05410A,295.9240130909091,0.0,1000.0,0
A05432A,472.231304,0.0,1000.0,1
A05501A,325.7842637445455,0.0,1000.0,0
A05502A,215.1429327454546,0.0,1000.0,0
A05503A,465.93674533818177,0.0,1000.0,0
A05504A,409.43210462090906,0.0,1000.0,0
A05505A,530.6834249999999,33.06503100000002,1000.0,0
A05506A,471.66957306181814,0.0,1000.0,1
A05507A,413.22694790000014,0.0,1000.0,0
A05508A,521.7452229999999,0.0,1000.0,0
A05509A,880.700183,880.700183,1000.0,1
A0576E,745.0115230909091,453.41291127272734,1000.0,0
A0582H,989.9931372727273,989.9931372727273,1000.0,1
A0604A,836.2682845454545,836.2682845454545,1000.0,1
A0623N,759.2738828181817,503.534253,1000.0,1
A064,955.1928736363637,955.1928736363637,1000.0,1
A0646E,764.6610790000001,516.5573085454545,1000.0,1
A0682K,756.0117836363637,450.37201272727276,1000.0,0
A0689J,765.7447992727273,454.63949363636357,1000.0,0
A0748J,767.3375371818182,515.7822492727273,1000.0,1
A0772M,896.9295854545455,896.9295854545455,1000.0,1
A0776D,839.373456,648.4921934545456,1000.0,1
A0802E,774.4370237272728,541.2590523636364,1000.0,1
A0813B,832.9723718181818,832.9723718181818,1000.0,1
A0814M,986.4646836363637,986.4646836363637,1000.0,1
A0855A,771.5166154545456,480.43346272727274,1000.0,0
A0858A,996.4308463636364,996.4308463636364,1000.0,1
A0921D,884.9964152727273,751.0461589090909,1000.0,1
A0945H,988.3654827272727,988.3654827272727,1000.0,1
A1016L,968.2136063636364,968.2136063636364,1000.0,1
A1022C,974.5028791818182,974.5028791818182,1000.0,1
A1024C,734.8602523636364,647.3763552727273,1000.0,1
A1113L,899.4423481818183,899.4423481818183,1000.0,1
A1118K,984.7811463636365,984.7811463636365,1000.0,1
A1123C,975.9809826363637,975.9809826363637,1000.0,1
A114JLB,796.0740195454546,513.0232859090909,1000.0,1
A1155G,783.7354796363637,552.1085147272727,1000.0,1
A1178C,987.4772821818182,987.4772821818182,1000.0,1
A1185K,915.3457586363637,915.3457586363637,1000.0,1
A1291M,895.7702600000001,895.7702600000001,1000.0,1
A1297B,972.905810909091,972.905810909091,1000.0,1
