plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,average_speed_kph_30d,trip_count_30d,distance_km_30d,engine_hours_30d,driving_hours_30d,idling_hours_30d,after_hours_distance_km_30d,work_distance_km_30d,after_hours_ratio_30d,idle_pressure_30d,high_speed_pressure_30d,seatbelt_pressure_30d,telemetry_health_score,telemetry_alert,safety_score,safety_alert,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo,scenario,intent,idle_hours_ratio_30d,fault_events_30d,gps_operational_ratio,seatbelt_off_rate_30d,high_speed_ratio_30d,after_hours_driving_hours_30d,after_hours_stop_hours_30d,hase_consumption_gap_flag,hase_fault_alert_flag,hase_downtime_alert_flag,hase_telemetry_ok_flag
EDOMEX - ECATEPEC,061706K,2025-02-12,0.0139115833333333,0.0139115833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6408388194829067,0.8077493263084707,0.25928256935701616,0.7440564407017537,0,0.478669272137598,0,0,,18000.0,250.4085,9273.79,8475.801499999998,17749.5915,0.375,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-12,2025-02-12,1,20.85,0.0,20.85,0.0,20.85,0.0,1,20.85,0.0,1,20.85,0.0,1,20.85,0.0,1,20.85,0.0,20.85,0.0,base,,0.384503291689744,1,0.8650746894095841,0.09334172496852582,0.3069447439972189,0.0,5.207900360522666,0,0,0,0
EDOMEX - ECATEPEC,061802K,2025-02-24,0.2230083522222222,0.2230083522222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9156882860569537,0.2227283025297764,0.3355244237652865,0.712996733431545,0,0.2904059752710825,0,0,,18000.0,4014.15034,11972.71,2013.1396600000007,13985.84966,0.295,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-19,2025-02-24,16,334.23400000000004,0.0,2.1154050632911394,0.0,32.989000000000004,0.0,2,32.989000000000004,0.0,2,334.23400000000004,0.0,16,334.23400000000004,0.0,16,55.70566666666667,0.0,276.225,0.0,base,,0.5494129716341722,0,0.9387605567745662,0.12078879255550315,0.08463675496131504,0.0,14.50294722845721,0,0,0,0
EDOMEX - ECATEPEC,061803K,2025-02-03,0.0111292666666666,0.0111292666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875786820091611,0.4774836403372932,0.9484281447927209,0.7510952608955997,0,0.7600503430105497,0,0,,18000.0,200.3268,12216.26,5583.413200000001,17799.6732,0.376,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-03,2025-02-03,1,16.68,0.0,16.68,0.0,16.68,0.0,1,16.68,0.0,1,16.68,0.0,1,16.68,0.0,1,16.68,0.0,16.68,0.0,base,,0.23254720920549665,1,0.9746185510537516,0.3414341321253795,0.1814437833281714,0.0,34.72354514909097,0,0,0,0
EDOMEX - ECATEPEC,061899K,2025-06-18,0.0474693673888888,0.0474693673888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046175060184315,0.8566613190960143,0.5344325344687557,0.7911808138314602,0,0.6633240483196592,0,0,,18000.0,854.4486129999999,13607.69,3537.861386999999,17145.551387,0.362,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-12-24,2025-06-18,4,70.6013,0.0,0.4034359999999999,0.0,37.5313,0.0,2,37.5313,0.0,2,70.6013,0.0,4,70.6013,0.0,4,11.766883333333334,0.0,37.5313,0.0,base,,0.1827705036110589,3,0.8853771779062386,0.19239571240875206,0.32553130125648544,0.0,18.834810582495937,0,0,0,0
EDOMEX - TLANEPANTLA,0NXA9936,2025-06-24,0.1330510403333333,0.3018494298888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779918850364316,0.48251301467980784,0.3996656644426889,0.8189411078333848,0,0.4328046045375365,0,0,,18000.0,5433.2897379999995,7113.37,5453.340262000001,12566.710262,0.265,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-03-27,2025-06-24,511,7468.8146,0.0,16.48744944812362,0.0,220.6121,0.0,16,886.0276000000001,0.0,64,2047.3156,0.0,146,5475.660599999999,0.0,380,466.8009125,0.0,746.505,0.0,base,,0.22679513102185897,0,0.8957568544893478,0.143879639199368,0.183354945578327,0.0,7.626581535182099,0,0,0,0
EDOMEX - ECATEPEC,1050,2024-11-01,0.0551245655555555,0.0551245655555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857282727494522,0.3875562981988534,0.4374058869684679,0.7950747215205125,0,0.4174660514606221,0,0,,18000.0,992.24218,7421.22,9586.537819999998,17007.75782,0.359,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-12,2024-11-01,2,82.618,0.0,1.6523599999999998,0.0,42.249,0.0,1,82.618,0.0,2,82.618,0.0,2,82.618,0.0,2,41.309,0.0,42.249,0.0,base,,0.2914369636496713,1,0.8927618489889835,0.15746611930864843,0.1472713933155643,0.0,37.806509463618646,0,0,0,0
EDOMEX - ECATEPEC,109327,2025-07-26,0.0492075054444444,0.0492075054444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35485136338109025,0.9550624443554688,0.48227660101961756,0.7770089714839359,0,0.671390938353958,0,0,,18000.0,885.735098,10829.07,6285.194901999999,17114.264902,0.361,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-05-22,2025-07-26,3,73.7498,0.0,1.1346123076923076,0.0,29.9099,0.0,1,73.7498,0.0,3,73.7498,0.0,3,73.7498,0.0,3,24.583266666666663,0.0,43.8399,0.0,base,,0.21291081802865414,1,0.9289969196485047,0.17361957636706232,0.3629237288550782,0.0,6.229464275998733,0,0,0,0
EDOMEX - TLANEPANTLA,109456,2024-08-31,0.0451542638888888,0.0451542638888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4268866856923142,0.24147220701550923,0.8751731462187503,0.7689397744694306,0,0.6216927705374539,0,0,,18000.0,812.77675,5814.27,11372.95325,17187.22325,0.363,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-08-31,2024-08-31,5,67.67500000000001,0.0,67.67500000000001,0.0,67.67500000000001,0.0,5,67.67500000000001,0.0,5,67.67500000000001,0.0,5,67.67500000000001,0.0,5,67.675,0.0,67.675,0.0,base,,0.2561320114153885,0,0.9078020541791207,0.3150623326387501,0.0917594386658935,0.0,24.178917101082188,0,0,0,0
EDOMEX - ECATEPEC,11G896,2025-07-29,0.1169241947777777,0.2729796507222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6453217206011888,0.9000047050496751,0.9644283175867967,0.6509377953353133,0,0.938658872571948,0,0,,18000.0,4913.633713,10424.32,2662.046287000001,13086.366287,0.276,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-02-08,2025-07-29,123,1166.1302,0.0,6.81947485380117,0.0,219.718,0.0,24,694.5271999999999,0.0,73,1166.1302,0.0,123,1166.1302,0.0,123,194.35503333333335,0.0,264.7481,0.0,base,,0.38719303236071323,0,0.8651142998992863,0.3471941943312468,0.34200178791887653,0.0,45.745771902486034,0,0,0,0
EDOMEX - ECATEPEC,120053K,2025-01-17,0.4105350299999999,0.911875875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42543765679862783,0.18548774627143558,0.8528221597546621,0.7764629069280687,0,0.5858883943613714,0,0,,18000.0,16413.76575,1077.05,509.1842500000014,1586.234250000001,0.033,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-09,2025-01-17,94,3258.9010000000007,0.0,25.262798449612408,0.0,675.8330000000001,0.0,19,2622.512,0.0,72,3258.9010000000007,0.0,94,3258.9010000000007,0.0,94,651.7802,0.0,938.433,0.0,base,,0.2552625940791767,0,0.9747802110459044,0.30701597751167836,0.07048534358314552,0.0,23.930011533655644,0,0,0,0
EDOMEX - TLANEPANTLA,120370K,2024-06-29,0.3945565477777777,0.7957615166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46371087525440774,0.49069659537196864,0.8504536098956734,0.7427621203691598,0,0.7065508040861914,0,0,,18000.0,14323.7073,2775.06,901.2327,3676.2927,0.078,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2023-09-26,2024-06-29,195,6832.146000000001,0.0,24.664787003610112,0.0,895.153,0.0,25,2622.3550000000005,0.0,76,4078.035,0.0,119,6832.146000000001,0.0,195,683.2145999999999,0.0,954.906,0.0,base,,0.2782265251526446,1,0.8786547280822143,0.3061632995624424,0.1864647062413481,0.0,44.21115327232068,0,0,0,0
EDOMEX - TLANEPANTLA,120466K,2025-01-24,0.3546336699999999,0.414692375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19669011376611464,0.680178811353411,0.24351427145793558,0.8671914540752461,0,0.4181800874161258,0,0,,18000.0,7464.46275,5401.73,5133.807250000002,10535.53725,0.222,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-10-18,2025-01-24,18,549.075,0.0,5.60280612244898,0.0,43.5,0.0,1,339.918,0.0,12,549.075,0.0,18,549.075,0.0,18,137.26875,0.0,456.156,0.0,base,,0.11801406825966879,1,0.9247712015383941,0.0876651377248568,0.25846794831429615,0.0,22.58718257495648,0,0,0,0
EDOMEX - TLANEPANTLA,120768K,2025-05-16,0.0222515275,0.0222515275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8551235428838191,0.4529280704388282,0.30930706777546335,0.7128680205108834,0,0.36675546884080934,0,0,,18000.0,400.527495,15530.11,2069.362505000001,17599.472505,0.372,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-05-16,2025-05-16,1,33.3495,0.0,33.3495,0.0,33.3495,0.0,1,33.3495,0.0,1,33.3495,0.0,1,33.3495,0.0,1,33.3495,0.0,33.3495,0.0,base,,0.5130741257302914,0,0.9332726854312166,0.1113505443991668,0.1721126667667547,0.0,19.90750269138426,0,0,0,0
EDOMEX - ECATEPEC,121368K,2024-11-07,0.0483176711111111,0.0483176711111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471831136602807,0.5958424182033718,0.6184908927493158,0.7601559152631105,0,0.6094315029309382,0,0,,18000.0,869.7180800000001,14318.73,2811.5519200000017,17130.28192,0.362,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-10-27,2024-11-07,2,71.258,0.0,7.1258,0.0,71.258,0.0,2,71.258,0.0,2,71.258,0.0,2,71.258,0.0,2,71.258,0.0,71.258,0.0,base,,0.2830986819616842,0,0.8557052581106558,0.22265672138975368,0.22642011891728128,0.0,9.617460511758008,0,0,0,0
EDOMEX - TLANEPANTLA,121440K,2024-12-20,0.5250216633333333,1.0722945005555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41277430369276247,0.30873828940465825,0.6752408904723493,0.7910784540677548,0,0.5286398500452728,0,0,,18000.0,19301.30101,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-07-16,2024-12-20,72,3087.468,0.0,19.791461538461537,0.0,763.4939999999999,0.0,17,2320.1670000000004,0.0,52,3087.468,0.0,72,3087.468,0.0,72,514.5780000000001,0.0,823.345,0.0,base,,0.24766458221565746,0,0.8633997258716072,0.2430867205700457,0.11732054997377014,0.0,20.397909088169566,0,0,0,0
EDOMEX - TLANEPANTLA,122409K,2024-04-12,0.4911440411111111,1.0864832066666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23152981385070506,0.625740502010674,0.24699951936574346,0.8624183640525807,0,0.3984959124237157,0,0,,18000.0,19556.69772,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2023-10-11,2024-04-12,58,2506.603,0.0,13.697284153005464,0.0,734.733,0.0,17,1965.981,0.0,44,2453.684,0.0,57,2506.603,0.0,58,358.0861428571428,0.0,761.779,0.0,base,,0.13891788831042304,0,0.9860365594601372,0.08891982697166764,0.23778139076405613,0.0,19.49041907093768,0,0,0,0
EDOMEX - TLANEPANTLA,122432K,2023-12-13,0.3260252261111111,0.7179304950000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6423040782130545,0.24843256993881208,0.7603773242605998,0.7283040959403595,0,0.5555994225318847,0,0,,18000.0,12922.74891,2944.97,2132.28109,5077.25109,0.107,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2023-09-26,2023-12-13,29,1122.741,0.0,14.394115384615384,0.0,438.909,0.0,12,1122.741,0.0,29,1122.741,0.0,29,1122.741,0.0,29,374.247,0.0,518.0360000000001,0.0,base,,0.3853824469278327,0,0.9430317276209135,0.2737358367338159,0.09440437657674859,0.0,41.40170099701035,0,0,0,0
EDOMEX - TLANEPANTLA,1247JGE,2024-10-31,0.0240220016666666,0.0240220016666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8145353793644831,0.8229257481830532,0.24441002220183197,0.7012028926400151,0,0.47581631259432045,0,0,,18000.0,432.39603,5732.0,11835.60397,17567.60397,0.371,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-05-02,2024-10-31,5,36.003,0.0,0.1989116022099447,0.0,7.172,0.0,1,19.281,0.0,2,30.154,0.0,4,36.003,0.0,5,5.143285714285715,0.0,12.109,0.0,base,,0.4887212276186898,0,0.8546991247864998,0.0879876079926595,0.3127117843095602,0.0,44.556352491287406,0,0,0,0
EDOMEX - TLANEPANTLA,1260079,2025-03-06,0.4176711027777778,0.4176711027777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19753156670596692,0.6385543985155339,0.303954499556669,0.8630582164954652,0,0.4377944591402149,0,0,,18000.0,7518.07985,4114.93,6366.99015,10481.92015,0.221,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-23,2025-03-06,15,625.9849999999999,0.0,3.8169817073170726,0.0,91.678,0.0,2,91.678,0.0,2,625.9849999999999,0.0,15,625.9849999999999,0.0,15,104.33083333333332,0.0,534.307,0.0,base,,0.11851894002358014,0,0.9611878908914198,0.10942361984040082,0.24265067143590285,0.0,5.9429936873931855,0,0,0,0
EDOMEX - TLANEPANTLA,1387JGE,2025-07-05,0.0271677542777777,0.0271677542777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2756210171911933,0.550098941816372,0.3453068969826322,0.8456500027189761,0,0.42722371491612815,0,0,,18000.0,489.019577,12429.81,5081.170423000001,17510.980423,0.37,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-04-12,2025-07-05,4,40.717699999999994,83.08000000000001,0.4905746987951806,1.0009638554216869,8.3403,0.0,1,40.717699999999994,83.08000000000001,4,40.717699999999994,83.08000000000001,4,40.717699999999994,83.08000000000001,4,13.572566666666669,27.69333333333334,32.3774,83.08000000000001,base,,0.16537261031471598,1,0.9211959932988479,0.1243104829137476,0.20903759789022136,0.0,9.225025653521032,0,0,0,0
EDOMEX - TLANEPANTLA,1416JFHA,2024-02-15,0.013420355,0.013420355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27645903833132224,0.17905274374978114,0.8545474489075217,0.8140153270482844,0,0.5843495668444254,0,0,,18000.0,241.56639,13263.02,4495.41361,17758.43361,0.375,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-09,2024-02-15,2,20.289,45.94,0.2983676470588235,0.6755882352941176,8.04,0.0,1,20.289,45.94,2,20.289,45.94,2,20.289,45.94,2,6.763000000000001,15.313333333333333,12.249,45.94,base,,0.16587542299879332,0,0.8605279400909865,0.3076370816067078,0.06804004262491684,0.0,32.65882408487788,0,0,0,0
EDOMEX - ECATEPEC,1507EDM016,2025-07-08,0.4702268921666666,0.9027548370555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6183728081775114,0.5655935022434694,0.7469681248225009,0.7105231427974446,0,0.6744182757908883,0,0,,18000.0,16249.587067,1541.25,209.1629329999996,1750.4129329999996,0.037,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-11-03,2025-07-08,59,2598.9707,0.0,10.564921544715446,0.0,424.5871,0.0,11,1182.8877,0.0,32,2253.4557,0.0,53,2598.9707,0.0,59,288.77452222222223,0.0,475.5227,0.0,base,,0.37102368490650683,0,0.9453052937266908,0.2689085249361003,0.21492553085251836,0.0,25.843944187891257,0,0,0,0
EDOMEX - TLANEPANTLA,1507MDF049,2024-03-17,0.0201627883333333,0.0201627883333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575895437054434,0.6209945053137087,0.5567584670728379,0.6691120375998019,0,0.5824528823691862,0,0,,18000.0,362.93019,8739.08,8897.989810000001,17637.06981,0.372,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-03-17,2024-03-17,1,30.219,0.0,30.219,0.0,30.219,0.0,1,30.219,0.0,1,30.219,0.0,1,30.219,0.0,1,30.219,0.0,30.219,0.0,base,,0.514553726223266,1,0.9199092528215855,0.20043304814622165,0.2359779120192093,0.0,17.76578130702513,0,0,0,0
EDOMEX - TLANEPANTLA,1511MDF034,2024-01-28,0.0099830066666666,0.0099830066666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4949929419657989,0.362290209011485,0.8297632260162898,0.7476969606656767,0,0.6427740192143678,0,0,,18000.0,179.69412,9307.11,8513.19588,17820.30588,0.376,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-01-28,2024-01-28,1,15.612,0.0,15.612,0.0,15.612,0.0,1,15.612,0.0,1,15.612,0.0,1,15.612,0.0,1,15.612,0.0,15.612,0.0,base,,0.29699576517947934,0,0.8786887721555292,0.29871476136586433,0.1376702794243643,0.0,16.176003567802105,0,0,0,0
