plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,average_speed_kph_30d,trip_count_30d,distance_km_30d,engine_hours_30d,driving_hours_30d,idling_hours_30d,after_hours_distance_km_30d,work_distance_km_30d,after_hours_ratio_30d,idle_pressure_30d,high_speed_pressure_30d,seatbelt_pressure_30d,telemetry_health_score,telemetry_alert,safety_score,safety_alert,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment
EDOMEX - ECATEPEC,120053K,2025-01-17,0.4105350299999999,0.911875875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,16413.76575,1077.05,509.1842500000014,1586.2342500000013,0.033,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,120370K,2024-06-29,0.3945565477777777,0.7957615166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,14323.7073,2775.06,901.2327,3676.2927,0.078,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,120466K,2025-01-24,0.3546336699999999,0.414692375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,7464.46275,5401.73,5133.807250000002,10535.537250000001,0.222,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,120768K,2025-05-16,0.0222515275,0.0222515275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,400.527495,15530.11,2069.362505000001,17599.472505,0.372,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,121368K,2024-11-07,0.0483176711111111,0.0483176711111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,869.7180800000001,14318.73,2811.5519200000017,17130.28192,0.362,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,121440K,2024-12-20,0.5250216633333333,1.0722945005555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,19301.30101,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,122409K,2024-04-12,0.4911440411111111,1.0864832066666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,19556.69772,0.0,0.0,0.0,0.0,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,122432K,2023-12-13,0.3260252261111111,0.7179304950000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,12922.74891,2944.97,2132.28109,5077.25109,0.107,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1247JGE,2024-10-31,0.0240220016666666,0.0240220016666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,432.39603,5732.0,11835.60397,17567.60397,0.371,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1260079,2025-03-06,0.4176711027777778,0.4176711027777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,7518.07985,4114.93,6366.99015,10481.92015,0.221,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1387JGE,2025-07-05,0.0271677542777777,0.0271677542777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,489.019577,12429.81,5081.170423000001,17510.980423,0.37,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1416JFHA,2024-02-15,0.013420355,0.013420355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,241.56639,13263.02,4495.41361,17758.43361,0.375,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1507EDM016,2025-07-08,0.4702268921666666,0.9027548370555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,16249.587067,1541.25,209.1629329999996,1750.4129329999996,0.037,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1507MDF049,2024-03-17,0.0201627883333333,0.0201627883333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,362.93019,8739.08,8897.989810000001,17637.06981,0.372,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1511MDF034,2024-01-28,0.0099830066666666,0.0099830066666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,179.69412,9307.11,8513.19588,17820.30588,0.376,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1512EDM010,2025-05-21,0.030025,0.030025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,540.45,10156.8,7302.75,17459.55,0.369,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1602MDF050,2024-02-06,0.0280249316666666,0.0280249316666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,504.44877,7237.61,10257.94123,17495.55123,0.369,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1603MDF019,2025-02-11,0.0444453633333333,0.0444453633333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,800.01654,6500.78,10699.20346,17199.98346,0.363,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1610MDF004,2024-09-18,0.0138135016666666,0.0138135016666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,248.64303,10392.05,7359.3069700000015,17751.35697,0.375,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1610MDF123,2024-05-13,0.0514924672222222,0.0514924672222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,926.86441,7446.37,9626.765590000003,17073.13559,0.36,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1611MDF003,2025-07-31,0.1211306268888888,0.2902428918888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5224.3720539999995,8967.07,3808.557946000001,12775.627946,0.27,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1612MDF009,2024-02-27,0.0764993427777777,0.0764993427777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1376.98817,9346.97,7276.04183,16623.01183,0.351,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1701MDF078,2025-01-15,0.00072558,0.00072558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13.06044,14382.48,3604.4595599999993,17986.93956,0.38,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1701MDF118,2024-12-27,0.010653655,0.010653655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,191.76579,12824.76,4983.4742099999985,17808.23421,0.376,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1703MDF193,2023-09-25,0.031370505,0.031370505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,564.66909,8498.33,8937.00091,17435.33091,0.368,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1704EDM001,2025-07-30,0.1053671452222222,0.1936388996666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,3485.5001939999997,11602.25,2912.249806,14514.499806,0.306,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1704MDF094,2024-11-10,0.0295020549999999,0.0295020549999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,531.03699,13675.73,3793.23301,17468.96301,0.369,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1705MDF058,2024-09-03,0.0810841805555555,0.1780869488888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,3205.56508,7877.84,6916.59492,14794.43492,0.312,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1706MDF121,2024-04-19,0.0936686588888888,0.0936686588888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1686.03586,7716.45,8597.51414,16313.96414,0.344,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1708MDF054,2025-07-10,0.0215123206666666,0.0215123206666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,387.221772,12496.22,5116.558228,17612.778228,0.372,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1710MDF045,2024-10-05,0.3791926705555555,0.3961053366666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,7129.89606,4172.51,6697.593940000001,10870.10394,0.229,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1711MDF017,2023-11-21,0.1509956999999999,0.320067775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5761.21995,5139.61,7099.1700500000015,12238.780050000001,0.258,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1711MDF033,2024-03-07,0.0007347216666666,0.0007347216666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,13.22499,5475.49,12511.285010000001,17986.77501,0.38,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1711MDF126,2025-02-20,0.0001327772222222,0.0001327772222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,2.38999,13896.94,4100.67001,17997.61001,0.38,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1712MDF018,2024-06-08,0.0628912855555555,0.0628912855555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1132.04314,11789.19,5078.766859999998,16867.95686,0.356,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1712MDF125,2024-04-04,0.0224113272222222,0.0224113272222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,403.40389,12724.09,4872.506109999998,17596.59611,0.371,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1712MDF126,2024-10-26,0.0698328122222222,0.0698328122222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1256.99062,12865.95,3877.059379999999,16743.00938,0.353,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1712MDF131,2024-08-19,0.4724799761111111,0.9530787116666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,17155.41681,485.93,358.6531900000012,844.5831900000012,0.018,1,advisor-review,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1712MDF162,2023-10-18,0.1089756366666666,0.1089756366666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1961.56146,10284.56,5753.87854,16038.43854,0.339,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1800827,2025-07-18,0.0382174880555555,0.0382174880555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,687.9147849999999,6645.73,10666.355215,17312.085215,0.365,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1801MDF009,2025-04-15,0.0538942077777777,0.0538942077777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,970.09574,6279.23,10750.67426,17029.90426,0.36,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1802709,2025-02-03,0.0273941427777777,0.0273941427777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,493.09457,12273.07,5233.835429999999,17506.90543,0.37,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1802MDF002,2025-03-03,0.0079059161111111,0.0079059161111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,142.30649,10404.92,7452.773510000001,17857.69351,0.377,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1802MDF053,2025-03-21,0.0043763105555555,0.0043763105555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,78.77359,11454.2,6467.026409999999,17921.22641,0.378,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,1802MDF058,2025-07-27,0.1022068838333333,0.1022068838333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1839.723909,12265.64,3894.6360910000003,16160.276091,0.341,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1803342,2025-04-19,0.0423425261111111,0.0423425261111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,762.16547,11736.05,5501.784530000001,17237.83453,0.364,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1804272,2024-08-15,0.0402388377777777,0.0402388377777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,724.29908,10920.79,6354.910919999998,17275.70092,0.365,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1804501,2023-11-11,0.0063995599999999,0.0063995599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,115.19208,11366.23,6518.57792,17884.80792,0.378,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1804586,2025-04-30,0.0111023776111111,0.0111023776111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,199.842797,8586.26,9213.897202999999,17800.157203,0.376,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,1912VLL28,2025-01-28,0.0013798155555555,0.0013798155555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,24.83668,5724.92,12250.24332,17975.16332,0.379,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,2000012,2024-07-19,0.0218301766666666,0.0218301766666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,392.94318,9895.7,7711.356820000001,17607.05682,0.372,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,2000578,2025-05-02,0.0614570382222222,0.132645646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,2387.6216280000003,6693.82,8918.558372,15612.378372,0.33,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,2000705,2025-06-18,0.1321898328333333,0.2789036378333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,5020.265481,7075.48,5904.254519,12979.734519,0.274,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,203ZCT,2025-07-30,0.0824159865,0.0824159865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,1483.487757,13412.1,3104.4122430000007,16516.512243,0.349,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,225C,2025-07-31,0.9720047713333332,2.4982826583333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,44969.08785,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
EDOMEX - TLANEPANTLA,2617JGE,2024-01-06,0.030472725,0.030472725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,548.50905,5845.93,11605.56095,17451.49095,0.368,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,2900JGE,2024-12-30,0.192916015,0.4746578061111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,8543.84051,4433.33,5022.82949,9456.15949,0.2,1,restructure-light,PIA_OPCIONES
EDOMEX - TLANEPANTLA,299TLA,2024-12-31,0.0157751099999999,0.0157751099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,283.95197999999993,8435.61,9280.438019999998,17716.04802,0.374,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,305,2024-09-04,0.0335272494444444,0.0335272494444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,603.49049,12127.98,5268.52951,17396.50951,0.367,1,restructure-light,PIA_OPCIONES
EDOMEX - ECATEPEC,308C,2025-07-31,0.695987379,1.9715774866666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0,,18000.0,35488.39476,0.0,0.0,0.0,0.0,0,monitor,FOLLOW_UP
